A4GALT
PHOSPHO1
PHTF1
PID1
PIGQ
PILRA
PIM1
PIP5K1B
PIR
PKIB
PKIG
PKLR
PKMYT1
PKP2
PLA2G12A
PLAU
PLAUR
PLBD1
PLCD3
PLD4
PLEK
PLEKHA7
PLEKHF2
PLK1
PLK4
PLP2
PLS3
PNMT
PNOC
POC1A
POLA2
POLD2
POLD3
POLE2
POU2AF1
PPA2
PPBP
PPIL1
PPM1G
PPM1H
PPM1J
PPM1N
PPME1
PPP1R14A
PPP1R14B
PPP1R14C
PPP1R17
PPP3R1
PRC1
PRDX1
PRDX2
PRDX3
PRDX4
PRF1
PRIM1
PRKAR2B
PRKDC
PRKG1-AS1
PRL
PROM1
PROS1
PRPF19
PRSS1
PRSS23
PRSS57
PRTFDC1
PRTN3
PSMA3
PSMB5
PSMC3
PSMD14
PSMD6
PSMG1
PSTPIP2
PTCRA
PTGDR
PTGDS
PTGER3
PTGR1
PTGS1
PTGS2
PTHLH
PTMS
PTN
PTPLA
PTPLAD1
PTPRS
PTPRZ1
PTRF
PTTG1
PTTG2
PVALB
PVRL2
PXDN
PYCR1
PYCR2
PYCRL
PYHIN1
QPCT
RAB13
RAB27B
RAB32
RAB3B
RAB3C
RAB3IL1
RAB6B
RAB8A
RAC3
RAD23A
RAD51
RAD51AP1
RAD54B
RAD54L
RALGPS2
RAMP2
RAN
RANBP1
RAP1GAP
RASD1
RASD2
RBP7
RBPMS
RBPMS2
RBX1
RCCD1
RCN1
RDM1
RETN
REXO2
RFC3
RFC4
RFC5
RFESD
RGCC
RGS1
RGS17
RGS18
RGS2
RGS20
RGS6
RHAG
RHCE
RHD
RHOA-IT1
RHOB
RHOBTB1
RHOC
RMI2
RN7SKP127
RN7SKP271
RN7SL846P
RNA28S5
RNA5SP151
RNASE1
RNASE2
RNASE3
RNASE6
RNASEH2A
RNF130
RNF182
RNF215
RNF32
RNU1-60P
RNVU1-14
RP1-124C6.1
RP1-18D14.7
RP1-241P17.4
RP1-244F24.1
RP1-86D1.2
RP11-1008C21.1
RP11-103C16.2
RP11-10C8.2
RP11-110H1.4
RP11-1143G9.4
RP11-120C12.3
RP11-120D5.1
RP11-122A3.2
RP11-122G18.5
RP11-1275H24.1
RP11-1275H24.2
RP11-130L8.1
RP11-1399P15.1
RP11-151A6.4
RP11-158I9.5
RP11-164H13.1
RP11-165J3.6
RP11-185E8.1
RP11-218M22.2
RP11-222K16.2
RP11-226L15.5
RP11-229C3.2
RP11-251M1.1
RP11-264F23.3
RP11-275I4.2
RP11-290F20.3
RP11-290F5.2
RP11-298I3.4
RP11-301G19.1
RP11-302B13.5
RP11-303E16.2
RP11-304L19.5
RP11-305E17.6
RP11-315O6.1
RP11-326C3.15
RP11-328K2.1
RP11-348N5.7
RP11-354E11.2
RP11-359B12.2
RP11-362K14.6
RP11-365O16.3
RP11-367G6.3
RP11-382A20.4
RP11-38P22.2
RP11-392E22.12
RP11-395P17.3
RP11-403A21.2
RP11-405A12.2
RP11-417J8.6
RP11-423H2.3
RP11-428G5.5
RP11-430C7.4
RP11-438B23.2
RP11-458F8.4
RP11-473I1.10
RP11-48O20.4
RP11-492E3.2
RP11-495K9.3
RP11-498E2.9
RP11-500G22.2
RP11-501J20.5
RP11-506K6.4
RP11-532F12.5
RP11-541F9.2
RP11-546J1.1
RP11-546M21.6
RP11-547D23.1
RP11-556E13.1
RP11-574F21.2
RP11-598F7.3
RP11-620J15.3
RP11-621L6.2
RP11-672A2.6
RP11-672L10.6
RP11-68I3.4
RP11-693J15.5
RP11-720N19.2
RP11-73G16.2
RP11-73M7.6
RP11-77H9.6
RP11-789C1.1
RP11-793H13.11
RP11-797H7.5
RP11-803D5.4
RP11-815J21.4
RP11-81H14.2
RP11-862L9.3
RP11-879F14.2
RP11-885N19.6
RP11-90C4.1
RP11-90P5.7
RP11-96B2.1
RP11-977G19.5
RP13-143G15.4
RP13-401N8.1
RP13-516M14.4
RP3-329E20.2
RP4-533D7.5
RP4-536B24.3
RP4-548D19.3
RP4-561L24.3
RP4-607I7.1
RP5-1057J7.6
RP5-1115A15.1
RP5-887A10.1
RP5-899E9.1
RP6-65G23.1
RP6-91H8.3
RPA3
RPL22L1
RRM1
RRM2
RSU1
RTKN2
RTN2
RUFY1
RUNDC3A
RUNX1T1
RUVBL2
S100A12
S100A8
S100A9
S100B
S1PR5
SAFB
SAMD14
SAT1
SCCPDH
SCD
SCGB3A1
SCN1B
SCN9A
SCT
SDC2
SDC3
SDPR
SEC14L4
SEH1L
SELENBP1
SELP
SEPP1
4-Sep
SERBP1
SERINC2
SERPINA1
SERPINB1
SERPINB6
SERPINE1
SERPINE2
SERPINF1
SERPINF2
SETD8
SFRP5
SGOL1
SGOL2
SH3BGRL2
SH3GL3
SHCBP1
SHD
SIGMAR1
SKA1
SKA2
SKA3
SLBP
SLC11A1
SLC11A2
SLC16A14
SLC16A9
SLC1A3
SLC1A5
SLC22A16
SLC22A4
SLC25A17
SLC25A21
SLC25A37
SLC25A39
SLC27A2
SLC29A1
SLC2A1
SLC35D3
SLC37A1
SLC38A5
SLC39A3
SLC40A1
SLC43A1
SLC43A3
SLC44A1
SLC45A3
SLC48A1
SLC4A1
SLC6A8
SLC6A9
SLC7A7
SLIRP
SMAD1
SMC2
SMC4
SMIM1
SMIM10
SMIM14
SMIM5
SMIM6
SMOX
SMPD3
SMTN
SNAI1
SNCA
SNHG3
SNRNP25
SNRPD1
SNRPF
SOCS2
SOD1
SORBS2
SOX10
SOX4
SOX6
SPARC
SPC24
SPC25
SPCS3
SPDYC
SPHK1
SPI1
SPIB
SPINK2
SPINT2
SPNS2
SPNS3
SPOCD1
SPON2
SPR
SPRY1
SPTA1
SPTB
SPTSSB
SQLE
SRI
SRM
SRRM2
SRSF1
SSRP1
SSX2IP
ST6GALNAC4
STAG3
STAM
STARD6
STEAP3
STIP1
STK31
STMN1
STOM
STOML2
STON2
STPG1
STRADB
STRIP2
STX1A
STXBP2
STXBP6
SUCNR1
SUPT16H
SYCE1
SYNGR1
SYPL1
TACSTD2
TAL1
TAL2
TANGO2
TAS2R30
TBPL1
TBX21
TCEAL4
TCEAL7
TCF19
TCF4
TCF7L2
TCHH
TCL1A
TCP1
TDRP
TESC
TEX29
TEX30
TFAP4
TFDP1
TFDP2
TFPI
TFPI2
TFR2
TFRC
TGFB1I1
TGFBI
TGFBR3
TGM2
THBS1
THEM5
THOC3
THOC6
THRB
TIGIT
TIMP1
TIMP3
TK1
TKTL1
TLK1
TLN1
TLR10
TM4SF1
TM7SF3
TMBIM1
TMCC2
TMEM106C
TMEM140
TMEM14A
TMEM14B
TMEM14C
TMEM176A
TMEM176B
TMEM210
TMEM231
TMEM246
TMEM30B
TMEM40
TMEM45A
TMEM55A
TMEM56
TMEM86B
TMEM8B
TMEM91
TMEM97
TMEM98
TMOD1
TMPRSS9
TMSB15A
TMTC3
TNF
TNFAIP6
TNFRSF13B
TNFRSF18
TNFRSF4
TNFSF13B
TNFSF4
TNNC2
TNNI3
TNNT1
TNS1
TOMM40
TOP1
TOP2A
TPGS2
TPI1
TPM1
TPM2
TPM4
TPPP3
TPSAB1
TPST2
TPX2
TRAC
TRAF4
TRAJ31
TRAP1
TRAPPC3L
TRAT1
TRAV14DV4
TRAV27
TRAV3
TRAV35
TRAV38-2DV8
TRAV4
TRAV41
TRAV5
TRAV8-2
TRBV20-1
TRBV28
TRBV3-1
TRBV6-1
TRBV9
TRDC
TRDV1
TREM1
TREML1
TRGC1
TRGC2
TRH
TRIM10
TRIM45
TRIM58
TRIM74
TRIP13
TROAP
TRPC6
TRPM4
TRUB2
TSC22D1
TSFM
TSPAN13
TSPAN15
TSPAN17
TSPAN32
TSPAN33
TSPAN6
TSPAN9
TSPO2
TSPYL2
TSTA3
TTC25
TTC38
TTK
TTLL12
TTLL7
TUBA1B
TUBA1C
TUBA4A
TUBB
TUBB1
TUBB2A
TUBB4B
TUBB6
TUBG1
TUSC3
TXN
TXNL4B
TYMP
TYMS
UBAC1
UBE2C
UBE2S
UBE2T
UBXN10
UCA1
UGCG
UHRF1
UNG
UQCC2
UROD
UROS
USF1
USP10
USP14
UTS2
VBP1
VCAN
VCL
VDAC3
VIM-AS1
VIPR2
VLDLR
VMO1
VPREB1
VPREB3
VPS9D1-AS1
VRK1
VSIG4
WASF1
WBP5
WDFY4
WDHD1
WDR34
WDR4
WDR76
WFDC1
WNT10A
WRB
WWC1
XCL1
XCL2
XK
XPNPEP1
YBX1
YBX3
YPEL4
YWHAE
YWHAH
YWHAQ
ZBTB16
ZBTB32
ZBTB8A
ZDHHC19
ZEB2
ZFAT
ZFP57
ZFR2
ZFYVE21
ZNF157
ZNF366
ZNF367
ZNF438
ZNF454
ZNF471
ZNF521
ZNF530
ZNF593
ZNF596
ZNF683
ZNF703
ZNF829
ZNRF1
ZWINT
hsa-mir-5195
MOUSE-Lgals1
MOUSE-S100a6
MOUSE-mt-Nd1
MOUSE-Malat1
MOUSE-mt-Cytb
MOUSE-Fth1
MOUSE-Rplp0
MOUSE-Rps5
MOUSE-Rpl13a
MOUSE-Tmsb4x
MOUSE-Pfn1
MOUSE-Actb
MOUSE-Rps11
MOUSE-S100a4
MOUSE-Rpl8
MOUSE-mt-Nd4
MOUSE-Rpl14
MOUSE-Rps14
MOUSE-Rps15
MOUSE-Rpl32
MOUSE-Gm10260
MOUSE-Rplp1
MOUSE-Rpl4
MOUSE-Rps3
MOUSE-Rps9
MOUSE-Rps3a1
MOUSE-Rpl26
MOUSE-Vim
MOUSE-Cd63
MOUSE-Rpl23
MOUSE-Tmsb10
MOUSE-Hsp90ab1
MOUSE-Ybx1
MOUSE-Lgals3
MOUSE-Cfl1
MOUSE-Prdx1
MOUSE-Txn1
MOUSE-Dlk1
MOUSE-Eif5a
MOUSE-Npm1
MOUSE-Rplp2
MOUSE-Cox8a
MOUSE-Myl12a
MOUSE-Rps24
MOUSE-mt-Nd2
MOUSE-Eef2
MOUSE-Anxa1
MOUSE-Eef1g
MOUSE-S100a10
MOUSE-H3f3b
MOUSE-Tubb5
MOUSE-Naca
MOUSE-Hmga2
MOUSE-Ranbp1
MOUSE-S100a11
MOUSE-Rps19
MOUSE-Gnb2l1
MOUSE-Gnas
MOUSE-Slc25a4
MOUSE-Ndufa4
MOUSE-Hint1
MOUSE-Calm1
MOUSE-Cox4i1
MOUSE-Pkm
MOUSE-Mt1
MOUSE-Nme1
MOUSE-Bgn
MOUSE-Atp5b
MOUSE-Eef1b2
MOUSE-B2m
MOUSE-Gas5
MOUSE-Bsg
MOUSE-Shfm1
MOUSE-Ldha
MOUSE-Arpc1b
MOUSE-Anxa2
MOUSE-Cdk4
MOUSE-Rpl22
MOUSE-Serbp1
MOUSE-Cstb
MOUSE-Lamp1
MOUSE-Gsto1
MOUSE-Lmna
MOUSE-Eno1
MOUSE-Atp6v1g1
MOUSE-Slc25a3
MOUSE-Slc25a5
MOUSE-Cox6b1
MOUSE-Tm4sf1
MOUSE-Rps27l
MOUSE-Rtn4
MOUSE-Ppp1ca
MOUSE-Cald1
MOUSE-Rps26
MOUSE-Ctsl
MOUSE-Tnfrsf12a
MOUSE-Esd
MOUSE-Acta2
MOUSE-Arpc2
MOUSE-Calr
